sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0:0,0:1,0:2,0:3,1:0,1:1,1:2,1:3,1:4,1:5,1:6,1:7,1:8,1:9,1:10,1:11,1:12,1:13,1:14,2:0,2:1,2:2,2:3,2:4,2:5,2:6,2:7,2:8,2:9,2:10,2:11,2:12,2:13,3:0,3:1,3:2,3:3,3:4,3:5,3:6,3:7,3:8,3:9,3:10,3:11,3:12,3:13,4:0,4:1,4:2,4:3,4:4,5:0,5:1,5:2,5:3,5:4,5:5,5:6,5:7,5:8,5:9,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,5:22,5:23,6:0,6:1,6:2,6:3,7:0,7:1,7:2,7:3,7:4,7:5,7:6,7:7,8:0,8:1,8:2,8:3,8:4,8:5,9:0,9:1,9:2,target
240,0.1061643835616438,0.0347799668139007,0.5555555555555556,0.375,0.5289855072463768,0.0,0.0648032885674931,0.0166548547129695,0.0315802680247579,0.2744006849315068,0.1202945990180032,0.1064708581918311,0.3336561743341404,0.0102176932656384,0.2172192916352675,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.4454545454545454,0.25,0.155148095909732,0.1099702690174389,0.2559414990859232,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1084571587279544
241,0.184931506849315,0.0359905583210638,0.7777777777777778,0.5,0.9855072463768116,0.9666666666666668,0.0225,0.1909992912827781,0.0315802680247579,0.2089041095890411,0.2563011456628478,0.2826984855438274,0.1680350923745397,0.0102176932656384,0.2321024868123587,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9818181818181818,0.5,0.5289139633286318,0.1680280046674445,0.3071297989031079,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.316067212887099
242,0.0650684931506849,0.012059174086798,0.4444444444444444,1.0,0.5289855072463768,0.7833333333333333,0.0648032885674931,0.0582919914953933,0.0315802680247579,0.1528253424657534,0.1122749590834697,0.1220743460302891,0.1680350923745397,0.0102176932656384,0.1002260738507912,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.7136923989715859,0.4417808219178082,0.3335543984388585,0.0676779463243874,0.0767824497257769,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1049854186918483
243,0.1438356164383561,0.0172941643880436,0.4444444444444444,0.375,0.2028985507246377,0.0,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2311643835616438,0.088379705400982,0.1273519963285911,0.2668280871670702,0.0102176932656384,0.2083647324792765,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.3636363636363636,0.25,0.2482369534555712,0.1099702690174389,0.0853021462021988,0.1394927536231884,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0612414942369115
244,0.184931506849315,0.0442263198485592,0.5555555555555556,0.625,0.782608695652174,0.5,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2679794520547945,0.1024549918166939,0.0670032124827902,0.2861985472154963,0.0102176932656384,0.1663526752072343,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.25,0.2031029619181946,0.1099702690174389,0.0511882998171846,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1181780308290515
245,0.1679793094795433,0.0354296665030732,0.6666666666666666,0.5,0.8840579710144928,0.8666666666666667,0.0648032885674931,0.1231396172927002,0.0315802680247579,0.1083047945205479,0.1551554828150572,0.2037631941257457,0.4300242130750605,0.0102176932656384,0.3345892991710625,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.6666666666666666,0.8545454545454545,0.5,0.3265162200282087,0.1099702690174389,0.2376599634369287,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2362171920566588
246,0.2020547945205479,0.0425342961976208,0.6666666666666666,0.5,0.8405797101449275,0.6333333333333333,0.06375,0.1645995747696669,0.0315802680247579,0.3921232876712329,0.3019639934533552,0.3529141808168884,0.1680350923745397,0.0102176932656384,0.2897513187641296,0.1417808219178082,0.5,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.5,0.4259520451339915,0.2298716452742123,0.0712979890310786,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2869045965838078
248,0.184931506849315,0.0467877258173829,0.5555555555555556,0.5,0.5942028985507246,0.0666666666666666,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.5851883561643836,0.2237315875613748,0.2388710417622762,0.1680350923745397,0.0102176932656384,0.1961190655614167,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.3333333333333333,0.4909090909090909,0.5,0.3180535966149506,0.1099702690174389,0.0548446069469835,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1459519511179003
249,0.1746575342465753,0.0468204445067657,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.063125,0.0786037785307224,0.0315802680247579,0.3595890410958904,0.1374795417348608,0.1161083065626434,0.4009685230024213,0.0102176932656384,0.2513187641296157,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.204337899543379,0.9363636363636364,0.5,0.3526093088857546,0.1680280046674445,0.1243144424131627,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.7272727272727273,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2014997916955978
253,0.1506849315068493,0.0330271798826801,0.5555555555555556,0.5,0.9565217391304348,0.9,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.3416095890410959,0.1306055646481178,0.1064708581918311,0.4077481840193704,0.0102176932656384,0.246043707611153,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.204337899543379,0.9454545454545454,0.5,0.3667136812411847,0.161026837806301,0.0822669104204753,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1917789195945007
255,0.1678082191780822,0.0331860992311108,0.4444444444444444,0.625,0.6159420289855072,0.1166666666666666,0.0648032885674931,0.163359319631467,0.0315802680247579,0.1678082191780822,0.2150572831423895,0.2248737953189536,0.1680350923745397,0.0102176932656384,0.1846269781461944,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.375,0.3333333333333333,0.25,0.204337899543379,0.5181818181818182,0.25,0.2073342736248237,0.2917152858809801,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1528954311901124
256,0.1541095890410959,0.034765944518451,0.6666666666666666,0.5,0.9202898550724636,0.8166666666666667,0.18875,0.0786037785307224,0.0315802680247579,0.4173801369863014,0.1595744680851064,0.1539697108765488,0.6227602905569007,0.0102176932656384,0.3686887716654107,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.9,0.5,0.3025387870239774,0.2240373395565927,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2709345924177198
257,0.1472602739726027,0.0350136717380635,0.5555555555555556,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0891211906449326,0.0315802680247579,0.1545376712328767,0.1414075286415712,0.1216154199173933,0.4184019370460048,0.0102176932656384,0.2626224566691786,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9363636363636364,0.5,0.4746121297602256,0.2520420070011668,0.1023765996343692,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2396889320927649
258,0.160958904109589,0.0351211760031783,0.6666666666666666,0.5,0.9710144927536232,0.9333333333333332,0.1125,0.2363571934798015,0.0315802680247579,0.1155821917808219,0.2625204582651391,0.2914180816888481,0.1680350923745397,0.0102176932656384,0.2392614920874152,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.9636363636363636,0.5,0.465444287729196,0.1435239206534422,0.2010968921389396,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181818,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2570476322732953
259,0.2020547945205479,0.0520460866110448,0.6666666666666666,0.5,0.9347826086956522,0.85,0.1075,0.0639617292700212,0.0315802680247579,0.2577054794520548,0.1576104746317512,0.1443322625057365,0.401452784503632,0.0102176932656384,0.274679728711379,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.9181818181818182,0.5,0.3977433004231311,0.1099702690174389,0.1755027422303473,0.0397719376613063,0.4822834645669291,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2730176364393834
260,0.1678082191780822,0.0532940709060739,0.4444444444444444,0.5,0.6086956521739131,0.1,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.2428255183899418,0.1730653767683788,0.1257457549334557,0.1680350923745397,0.0102176932656384,0.1032403918613413,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.509090909090909,0.25,0.2172073342736248,0.1099702690174389,0.0822669104204753,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,1.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0862380224968754
266,0.1952054794520548,0.0504335226343219,0.5555555555555556,0.625,0.7898550724637681,0.5166666666666667,0.13125,0.1041814316087881,0.1546811397557666,0.2594178082191781,0.2327332242225859,0.2496558054153281,0.1680350923745397,0.0102176932656384,0.2049736247174076,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.7363636363636363,0.5,0.4062059238363892,0.3220536756126021,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1952506596306068
267,0.1678082191780822,0.0463062936736077,0.5555555555555556,0.5,0.9057971014492754,0.7833333333333333,0.0648032885674931,0.1265060240963855,0.0315802680247579,0.0376712328767123,0.1312602291325695,0.1073887104176227,0.3433414043583535,0.0102176932656384,0.2217407686510926,0.3333333333333333,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.8818181818181818,0.5,0.2912552891396333,0.1108518086347724,0.1371115173674588,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.20844327176781
269,0.1712328767123287,0.0261749515062282,0.4444444444444444,0.625,0.4927536231884058,0.0833333333333333,0.0648032885674931,0.0714032600992204,0.0848032564450474,0.0907534246575342,0.1211129296235679,0.1018815970628728,0.1680350923745397,0.0102176932656384,0.0836473247927656,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.6,0.25,0.6516220028208745,0.1099702690174389,0.0457038391224862,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0909090909090909,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1188723788362727
270,0.1679793094795433,0.0309285096636986,0.5555555555555556,0.75,0.7536231884057971,0.4333333333333333,0.10875,0.1330616583982991,0.0315802680247579,0.1678082191780822,0.1870703764320785,0.1787517209729233,0.1680350923745397,0.0102176932656384,0.1467596081386586,0.3333333333333333,0.0287671232876712,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7909090909090909,0.25,0.3554301833568406,0.4317386231038506,0.0548446069469835,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.3636363636363636,0.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1570615192334398
271,0.2157534246575342,0.0440674005001285,0.7777777777777778,0.5,0.9710144927536232,0.9333333333333332,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.46875,0.1792144026186579,0.1746213859568609,0.4087167070217917,0.0102176932656384,0.3023737754333082,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.5,0.3333333333333333,0.9636363636363636,0.75,0.7425952045133991,0.2240373395565927,0.093235831809872,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.6363636363636364,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.3209276489376475
273,0.2431506849315068,0.0489097665287807,0.7777777777777778,0.75,0.9202898550724636,0.95,0.2175,0.0928419560595322,0.0315802680247579,0.2688356164383562,0.1885433715220949,0.1904543368517668,0.535593220338983,0.0102176932656384,0.3647324792765636,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.9,0.75,0.4732016925246826,0.1540256709451575,0.1042047531992687,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3542563532842661
275,0.1883561643835616,0.0327841267615508,0.4444444444444444,0.75,0.7971014492753623,0.5333333333333333,0.0648032885674931,0.0967399007795889,0.0315802680247579,0.1155821917808219,0.1335515548281505,0.1106011932078935,0.1680350923745397,0.0102176932656384,0.0908063300678221,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.25,0.204337899543379,0.7454545454545455,0.25,0.1861777150916784,0.1960326721120186,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1244271628940425
277,0.3698630136986301,0.0369066816237818,0.6666666666666666,0.5,0.9492753623188406,0.8833333333333333,0.0648032885674931,0.0786037785307224,0.0315802680247579,0.6678082191780822,0.2553191489361702,0.28132170720514,0.1680350923745397,0.0102176932656384,0.2309721175584024,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.1914383561643835,0.375,0.3333333333333333,0.4166666666666667,0.204337899543379,0.9363636363636364,0.5,0.4040902679830747,0.116686114352392,0.2742230347349177,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.2727272727272727,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.230662407998889
278,0.4075342465753425,0.0833765687443034,0.3333333333333333,0.5,0.572463768115942,0.0166666666666666,0.0648032885674931,0.0212615166548547,0.0315802680247579,0.3184931506849315,0.1414075286415712,0.1216154199173933,0.1680350923745397,0.0102176932656384,0.0998492840994725,0.1417808219178082,0.0287671232876712,0.3333333333333333,0.1914383561643835,0.25,0.3333333333333333,0.1666666666666666,0.204337899543379,0.4636363636363636,0.5,0.2820874471086037,0.1099702690174389,0.0853021462021988,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.4545454545454545,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1473406471323427
280,0.2123287671232876,0.0406880272967351,0.6666666666666666,0.5,0.7608695652173914,0.45,0.186875,0.069454287739192,0.0315802680247579,0.3287671232876712,0.1898527004909983,0.1886186324001835,0.4193704600484261,0.0102176932656384,0.3180105501130369,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.7,0.5,0.3561354019746121,0.3360560093348891,0.2138939670932358,0.0397719376613063,0.0067117894509761,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.1818181818181818,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2181641438689071
281,0.2089041095890411,0.0466802215522681,0.6666666666666666,0.625,0.8478260869565217,0.65,0.2125,0.0745924875974486,0.0315802680247579,0.1652397260273972,0.1320785597381342,0.1929784304726939,0.3907990314769975,0.0102176932656384,0.3104747550866616,0.1417808219178082,0.0287671232876712,0.6666666666666666,0.5,0.375,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.8090909090909091,0.5,0.4055007052186177,0.1099702690174389,0.1535648994515539,0.0397719376613063,0.3858267716535433,0.0313769977168949,0.0037383524520176,0.0028057445868316,0.0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2688515483960561
